raw,type,is_cask,status,available,details
brew install awscli  # AWS CLI toolkit,install,formula,available,True,"{""installed"": [{""version"": ""2.31.32"", ""used_options"": [], ""built_as_bottle"": true, ""poured_from_bottle"": true, ""time"": 1762628643, ""runtime_dependencies"": [{""full_name"": ""ca-certificates"", ""version"": ""2025-11-04"", ""revision"": 0, ""bottle_rebuild"": 1, ""pkg_version"": ""2025-11-04"", ""declared_directly"": false}, {""full_name"": ""openssl@3"", ""version"": ""3.6.0"", ""revision"": 0, ""bottle_rebuild"": 0, ""pkg_version"": ""3.6.0"", ""declared_directly"": true}, {""full_name"": ""mpdecimal"", ""version"": ""4.0.1"", ""revision"": 0, ""bottle_rebuild"": 0, ""pkg_version"": ""4.0.1"", ""declared_directly"": false}, {""full_name"": ""readline"", ""version"": ""8.3.1"", ""revision"": 0, ""bottle_rebuild"": 0, ""pkg_version"": ""8.3.1"", ""declared_directly"": false}, {""full_name"": ""sqlite"", ""version"": ""3.51.0"", ""revision"": 0, ""bottle_rebuild"": 0, ""pkg_version"": ""3.51.0"", ""declared_directly"": false}, {""full_name"": ""xz"", ""version"": ""5.8.1"", ""revision"": 0, ""bottle_rebuild"": 0, ""pkg_version"": ""5.8.1"", ""declared_directly"": false}, {""full_name"": ""python@3.13"", ""version"": ""3.13.9"", ""revision"": 1, ""bottle_rebuild"": 0, ""pkg_version"": ""3.13.9_1"", ""declared_directly"": true}], ""installed_as_dependency"": false, ""installed_on_request"": true}], ""versions"": {""stable"": ""2.31.32"", ""head"": ""HEAD"", ""bottle"": true}, ""deprecated"": false, ""disabled"": false, ""desc"": ""Official Amazon AWS command-line interface""}"
brew install azure-cli  # Azure CLI toolkit,install,formula,available,True,"{""installed"": [], ""versions"": {""stable"": ""2.79.0"", ""head"": ""HEAD"", ""bottle"": true}, ""deprecated"": false, ""disabled"": false, ""desc"": ""Microsoft Azure CLI 2.0""}"
brew install azure-functions-core-tools@4  # Azure Functions Core Tools,install,formula,missing,False,"""Error: No available formula with the name \""azure-functions-core-tools@4\"". Did you mean azure-storage-common-cpp?"""
brew install cuda  # NVIDIA CUDA toolkit,install,formula,missing,False,"""Error: No available formula with the name \""cuda\"". Did you mean cuba?"""
brew install cuda-tools  # CUDA developer tools,install,formula,missing,False,"""Error: No available formula with the name \""cuda-tools\"". Did you mean cuetools, cdrtools, adr-tools, cri-tools or mupdf-tools?"""
brew install docker  # Docker CLI,install,formula,available,True,"{""installed"": [], ""versions"": {""stable"": ""28.5.2"", ""head"": ""HEAD"", ""bottle"": true}, ""deprecated"": false, ""disabled"": false, ""desc"": ""Pack, ship and run any application as a lightweight container""}"
brew install firebase-cli  # Firebase CLI,install,formula,available,True,"{""installed"": [], ""versions"": {""stable"": ""14.24.1"", ""head"": null, ""bottle"": true}, ""deprecated"": false, ""disabled"": false, ""desc"": ""Firebase command-line tools""}"
brew install google-cloud-sdk  # Google Cloud SDK,install,formula,available,True,"{""version"": ""546.0.0"", ""deprecated"": false, ""disabled"": false, ""desc"": ""Set of tools to manage resources and applications hosted on Google Cloud""}"
brew install helm  # Kubernetes Helm CLI,install,formula,available,True,"{""installed"": [], ""versions"": {""stable"": ""3.19.0"", ""head"": ""HEAD"", ""bottle"": true}, ""deprecated"": false, ""disabled"": false, ""desc"": ""Kubernetes package manager""}"
brew install ibmcloud-cli  # IBM Cloud CLI,install,formula,missing,False,"""Error: No available formula with the name \""ibmcloud-cli\""."""
brew install kubernetes-cli  # Kubernetes CLI tools,install,formula,available,True,"{""installed"": [], ""versions"": {""stable"": ""1.34.1"", ""head"": ""HEAD"", ""bottle"": true}, ""deprecated"": false, ""disabled"": false, ""desc"": ""Kubernetes command-line interface""}"
brew install nvidia-container-toolkit  # Cloud tool: Nvidia Container Toolkit CLI,install,formula,missing,False,"""Error: No available formula with the name \""nvidia-container-toolkit\""."""
brew install oci-cli  # Oracle Cloud CLI,install,formula,available,True,"{""installed"": [], ""versions"": {""stable"": ""3.70.0"", ""head"": ""HEAD"", ""bottle"": true}, ""deprecated"": false, ""disabled"": false, ""desc"": ""Oracle Cloud Infrastructure CLI""}"
brew install terraform  # Terraform IaC CLI,install,formula,disabled,False,"{""installed"": [], ""versions"": {""stable"": ""1.5.7"", ""head"": ""HEAD"", ""bottle"": true}, ""deprecated"": true, ""disabled"": true, ""desc"": ""Tool to build, change, and version infrastructure""}"
brew install --cask ai-security-copilot  # Security app: AI Security Copilot security tool,install,cask,missing,False,"""Error: Cask 'ai-security-copilot' is unavailable: No Cask with this name exists."""
brew install --cask autopsy  # Security app: Autopsy security app,install,cask,missing,False,"""Error: Cask 'autopsy' is unavailable: No Cask with this name exists."""
brew install --cask bartender  # Security app: Bartender security app,install,cask,available,True,"{""version"": ""6.1.3"", ""deprecated"": false, ""disabled"": false, ""desc"": ""Menu bar icon organiser""}"
brew install --cask blackarch  # Security app: Blackarch security app,install,cask,missing,False,"""Error: Cask 'blackarch' is unavailable: No Cask with this name exists."""
brew install --cask burp-suite  # Security app: Burp Suite security app,install,cask,available,True,"{""version"": ""2025.10.3"", ""deprecated"": false, ""disabled"": false, ""desc"": ""Web security testing toolkit""}"
brew install --cask burp-suite-pro  # Security app: Burp Suite Pro security app,install,cask,missing,False,"""Error: Cask 'burp-suite-pro' is unavailable: No Cask with this name exists."""
brew install --cask cleanmymac  # Security app: Cleanmymac security app,install,cask,available,True,"{""version"": ""5.2.9,50209.0.2510311404,1761920882"", ""deprecated"": false, ""disabled"": false, ""desc"": ""Tool to remove unnecessary files and folders from disk""}"
brew install --cask crowdstrike  # Security app: Crowdstrike security app,install,cask,missing,False,"""Error: Cask 'crowdstrike' is unavailable: No Cask with this name exists."""
brew install --cask cutter  # Security app: Cutter security app,install,cask,available,True,"{""version"": ""2.4.1"", ""deprecated"": false, ""disabled"": false, ""desc"": ""Reverse engineering platform powered by Rizin""}"
brew install --cask cybereason  # Security app: Cybereason security app,install,cask,missing,False,"""Error: Cask 'cybereason' is unavailable: No Cask with this name exists."""
brew install --cask darktrace  # Security app: Darktrace security app,install,cask,missing,False,"""Error: Cask 'darktrace' is unavailable: No Cask with this name exists."""
brew install --cask dash  # Security app: Dash security app,install,cask,available,True,"{""version"": ""8.0.1"", ""deprecated"": false, ""disabled"": false, ""desc"": ""API documentation browser and code snippet manager""}"
brew install --cask deepfence  # Security app: Deepfence security app,install,cask,missing,False,"""Error: Cask 'deepfence' is unavailable: No Cask with this name exists."""
brew install --cask disk-inventory-x  # Security app: Disk Inventory X security app,install,cask,deprecated,True,"{""version"": ""1.3"", ""deprecated"": true, ""disabled"": false, ""desc"": ""Disk usage utility""}"
brew install --cask elastic-security  # Security app: Elastic Security security tool,install,cask,missing,False,"""Error: Cask 'elastic-security' is unavailable: No Cask with this name exists."""
brew install --cask exabeam  # Security app: Exabeam security app,install,cask,missing,False,"""Error: Cask 'exabeam' is unavailable: No Cask with this name exists."""
brew install --cask fortify  # Security app: Fortify security app,install,cask,missing,False,"""Error: Cask 'fortify' is unavailable: No Cask with this name exists."""
brew install --cask ghidra  # Security app: Ghidra security app,install,cask,missing,False,"""Error: Cask 'ghidra' is unavailable: No Cask with this name exists."""
brew install --cask ida-free  # Security app: Ida Free security app,install,cask,missing,False,"""Error: Cask 'ida-free' is unavailable: No Cask with this name exists."""
brew install --cask iina  # Security app: Iina security app,install,cask,available,True,"{""version"": ""1.4.1,160"", ""deprecated"": false, ""disabled"": false, ""desc"": ""Free and open-source media player""}"
brew install --cask kali-linux  # Security app: Kali Linux security app,install,cask,missing,False,"""Error: Cask 'kali-linux' is unavailable: No Cask with this name exists."""
brew install --cask kap  # Security app: Kap security app,install,cask,available,True,"{""version"": ""3.6.0"", ""deprecated"": false, ""disabled"": false, ""desc"": ""Open-source screen recorder built with web technology""}"
brew install --cask keepassxc  # Security app: Keepassxc security app,install,cask,available,True,"{""version"": ""2.7.10"", ""deprecated"": false, ""disabled"": false, ""desc"": ""Password manager app""}"
brew install --cask lacework  # Security app: Lacework security app,install,cask,missing,False,"""Error: Cask 'lacework' is unavailable: No Cask with this name exists."""
brew install --cask logrhythm  # Security app: Logrhythm security app,install,cask,missing,False,"""Error: Cask 'logrhythm' is unavailable: No Cask with this name exists."""
brew install --cask maltego  # Security app: Maltego security app,install,cask,available,True,"{""version"": ""4.11.0"", ""deprecated"": false, ""disabled"": false, ""desc"": ""Open source intelligence and graphical link analysis tool""}"
brew install --cask metasploit  # Security app: Metasploit security app,install,cask,deprecated,True,"{""version"": ""6.4.98,20251107055539"", ""deprecated"": true, ""disabled"": false, ""desc"": ""Penetration testing framework""}"
brew install --cask micro-snitch  # Security app: Micro Snitch security app,install,cask,available,True,"{""version"": ""1.6.1"", ""deprecated"": false, ""disabled"": false, ""desc"": ""Monitors and reports any microphone and camera activity""}"
brew install --cask misp  # Security app: Misp security app,install,cask,missing,False,"""Error: Cask 'misp' is unavailable: No Cask with this name exists."""
brew install --cask mullvadvpn  # Security app: Mullvadvpn security app,install,cask,available,True,"{""version"": ""2025.10"", ""deprecated"": false, ""disabled"": false, ""desc"": ""VPN client""}"
brew install --cask netsparker  # Security app: Netsparker security app,install,cask,missing,False,"""Error: Cask 'netsparker' is unavailable: No Cask with this name exists."""
brew install --cask opencti  # Security app: Opencti security app,install,cask,missing,False,"""Error: Cask 'opencti' is unavailable: No Cask with this name exists."""
brew install --cask orca-security  # Security app: Orca Security security tool,install,cask,missing,False,"""Error: Cask 'orca-security' is unavailable: No Cask with this name exists."""
brew install --cask owasp-zap  # Security app: Owasp Zap security app,install,cask,available,True,"{""version"": ""2.16.1"", ""deprecated"": false, ""disabled"": false, ""desc"": ""Free and open source web app scanner""}"
brew install --cask parrot-security  # Security app: Parrot Security security tool,install,cask,missing,False,"""Error: Cask 'parrot-security' is unavailable: No Cask with this name exists."""
brew install --cask pentestbox  # Security app: Pentestbox security app,install,cask,missing,False,"""Error: Cask 'pentestbox' is unavailable: No Cask with this name exists."""
brew install --cask prisma-cloud  # Security app: Prisma Cloud cloud tool,install,cask,missing,False,"""Error: Cask 'prisma-cloud' is unavailable: No Cask with this name exists."""
brew install --cask protonvpn  # Security app: Protonvpn security app,install,cask,available,True,"{""version"": ""6.1.0"", ""deprecated"": false, ""disabled"": false, ""desc"": ""VPN client focusing on security""}"
brew install --cask qradar  # Security app: Qradar security app,install,cask,missing,False,"""Error: Cask 'qradar' is unavailable: No Cask with this name exists."""
brew install --cask qualys  # Security app: Qualys security app,install,cask,missing,False,"""Error: Cask 'qualys' is unavailable: No Cask with this name exists."""
brew install --cask raycast  # Security app: Raycast security app,install,cask,available,True,"{""version"": ""1.103.6"", ""deprecated"": false, ""disabled"": false, ""desc"": ""Control your tools with a few keystrokes""}"
brew install --cask security-code-scan  # Security app: Security Code Scan security tool,install,cask,missing,False,"""Error: Cask 'security-code-scan' is unavailable: No Cask with this name exists."""
brew install --cask security-scorecard  # Security app: Security Scorecard security tool,install,cask,missing,False,"""Error: Cask 'security-scorecard' is unavailable: No Cask with this name exists."""
brew install --cask sentinel-one  # Security app: Sentinel One security app,install,cask,missing,False,"""Error: Cask 'sentinel-one' is unavailable: No Cask with this name exists."""
brew install --cask signal  # Security app: Signal security app,install,cask,available,True,"{""version"": ""7.78.0"", ""deprecated"": false, ""disabled"": false, ""desc"": ""Instant messaging application focusing on security""}"
brew install --cask snyk  # Security app: Snyk security app,install,cask,missing,False,"""Error: Cask 'snyk' is unavailable: No Cask with this name exists."""
brew install --cask snyk-container  # Security app: Snyk Container security app,install,cask,missing,False,"""Error: Cask 'snyk-container' is unavailable: No Cask with this name exists."""
brew install --cask sonarqube  # Security app: Sonarqube security app,install,cask,missing,False,"""Error: Cask 'sonarqube' is unavailable: No Cask with this name exists."""
brew install --cask splunk  # Security app: Splunk security app,install,cask,missing,False,"""Error: Cask 'splunk' is unavailable: No Cask with this name exists."""
brew install --cask tails  # Security app: Tails security app,install,cask,missing,False,"""Error: Cask 'tails' is unavailable: No Cask with this name exists."""
brew install --cask tor  # Security app: Tor security app,install,cask,missing,False,"""Error: Cask 'tor' is unavailable: No Cask with this name exists."""
brew install --cask twistlock  # Security app: Twistlock security app,install,cask,missing,False,"""Error: Cask 'twistlock' is unavailable: No Cask with this name exists."""
brew install --cask typora  # Security app: Typora security app,install,cask,available,True,"{""version"": ""1.12.2"", ""deprecated"": false, ""disabled"": false, ""desc"": ""Configurable document editor that supports Markdown""}"
brew install --cask vectra-ai  # Security app: Vectra AI security app,install,cask,missing,False,"""Error: Cask 'vectra-ai' is unavailable: No Cask with this name exists."""
brew install --cask veracode  # Security app: Veracode security app,install,cask,missing,False,"""Error: Cask 'veracode' is unavailable: No Cask with this name exists."""
brew install --cask wireshark  # Security app: Wireshark security app,install,cask,available,True,"{""version"": ""4.6.0"", ""deprecated"": false, ""disabled"": false, ""desc"": ""Network protocol analyzer""}"
brew install --cask wiz  # Security app: Wiz security app,install,cask,missing,False,"""Error: Cask 'wiz' is unavailable: No Cask with this name exists."""
brew install foremost  # Security app: Foremost tool,install,formula,available,True,"{""installed"": [], ""versions"": {""stable"": ""1.5.7"", ""head"": null, ""bottle"": true}, ""deprecated"": false, ""disabled"": false, ""desc"": ""Console program to recover files based on their headers and footers""}"
brew install gnupg  # OpenPGP encryption suite,install,formula,available,True,"{""installed"": [{""version"": ""2.4.8"", ""used_options"": [], ""built_as_bottle"": true, ""poured_from_bottle"": true, ""time"": 1762628824, ""runtime_dependencies"": [{""full_name"": ""ca-certificates"", ""version"": ""2025-11-04"", ""revision"": 0, ""bottle_rebuild"": 1, ""pkg_version"": ""2025-11-04"", ""declared_directly"": false}, {""full_name"": ""gmp"", ""version"": ""6.3.0"", ""revision"": 0, ""bottle_rebuild"": 0, ""pkg_version"": ""6.3.0"", ""declared_directly"": false}, {""full_name"": ""libunistring"", ""version"": ""1.4.1"", ""revision"": 0, ""bottle_rebuild"": 0, ""pkg_version"": ""1.4.1"", ""declared_directly"": false}, {""full_name"": ""gettext"", ""version"": ""0.26"", ""revision"": 1, ""bottle_rebuild"": 0, ""pkg_version"": ""0.26_1"", ""declared_directly"": true}, {""full_name"": ""libidn2"", ""version"": ""2.3.8"", ""revision"": 0, ""bottle_rebuild"": 0, ""pkg_version"": ""2.3.8"", ""declared_directly"": false}, {""full_name"": ""libtasn1"", ""version"": ""4.20.0"", ""revision"": 0, ""bottle_rebuild"": 0, ""pkg_version"": ""4.20.0"", ""declared_directly"": false}, {""full_name"": ""nettle"", ""version"": ""3.10.2"", ""revision"": 0, ""bottle_rebuild"": 0, ""pkg_version"": ""3.10.2"", ""declared_directly"": false}, {""full_name"": ""p11-kit"", ""version"": ""0.25.10"", ""revision"": 0, ""bottle_rebuild"": 0, ""pkg_version"": ""0.25.10"", ""declared_directly"": false}, {""full_name"": ""openssl@3"", ""version"": ""3.6.0"", ""revision"": 0, ""bottle_rebuild"": 0, ""pkg_version"": ""3.6.0"", ""declared_directly"": false}, {""full_name"": ""libevent"", ""version"": ""2.1.12"", ""revision"": 1, ""bottle_rebuild"": 0, ""pkg_version"": ""2.1.12_1"", ""declared_directly"": false}, {""full_name"": ""libnghttp2"", ""version"": ""1.68.0"", ""revision"": 0, ""bottle_rebuild"": 0, ""pkg_version"": ""1.68.0"", ""declared_directly"": false}, {""full_name"": ""unbound"", ""version"": ""1.24.1"", ""revision"": 0, ""bottle_rebuild"": 0, ""pkg_version"": ""1.24.1"", ""declared_directly"": false}, {""full_name"": ""gnutls"", ""version"": ""3.8.10"", ""revision"": 0, ""bottle_rebuild"": 0, ""pkg_version"": ""3.8.10"", ""declared_directly"": true}, {""full_name"": ""libgpg-error"", ""version"": ""1.56"", ""revision"": 0, ""bottle_rebuild"": 0, ""pkg_version"": ""1.56"", ""declared_directly"": true}, {""full_name"": ""libassuan"", ""version"": ""3.0.2"", ""revision"": 0, ""bottle_rebuild"": 0, ""pkg_version"": ""3.0.2"", ""declared_directly"": true}, {""full_name"": ""libgcrypt"", ""version"": ""1.11.2"", ""revision"": 0, ""bottle_rebuild"": 0, ""pkg_version"": ""1.11.2"", ""declared_directly"": true}, {""full_name"": ""libksba"", ""version"": ""1.6.7"", ""revision"": 0, ""bottle_rebuild"": 0, ""pkg_version"": ""1.6.7"", ""declared_directly"": true}, {""full_name"": ""libusb"", ""version"": ""1.0.29"", ""revision"": 0, ""bottle_rebuild"": 0, ""pkg_version"": ""1.0.29"", ""declared_directly"": true}, {""full_name"": ""npth"", ""version"": ""1.8"", ""revision"": 0, ""bottle_rebuild"": 0, ""pkg_version"": ""1.8"", ""declared_directly"": true}, {""full_name"": ""pinentry"", ""version"": ""1.3.2"", ""revision"": 0, ""bottle_rebuild"": 0, ""pkg_version"": ""1.3.2"", ""declared_directly"": true}, {""full_name"": ""readline"", ""version"": ""8.3.1"", ""revision"": 0, ""bottle_rebuild"": 0, ""pkg_version"": ""8.3.1"", ""declared_directly"": true}], ""installed_as_dependency"": true, ""installed_on_request"": false}], ""versions"": {""stable"": ""2.4.8"", ""head"": null, ""bottle"": true}, ""deprecated"": false, ""disabled"": false, ""desc"": ""GNU Pretty Good Privacy (PGP) package""}"
brew install hashcat  # Password recovery tool,install,formula,available,True,"{""installed"": [], ""versions"": {""stable"": ""7.1.2"", ""head"": ""HEAD"", ""bottle"": true}, ""deprecated"": false, ""disabled"": false, ""desc"": ""World's fastest and most advanced password recovery utility""}"
brew install ipfs  # IPFS peer-to-peer storage,install,formula,available,True,"{""installed"": [], ""versions"": {""stable"": ""0.38.2"", ""head"": ""HEAD"", ""bottle"": true}, ""deprecated"": false, ""disabled"": false, ""desc"": ""Peer-to-peer hypermedia protocol""}"
brew install john-jumbo  # John the Ripper suite,install,formula,available,True,"{""installed"": [], ""versions"": {""stable"": ""1.9.0"", ""head"": null, ""bottle"": true}, ""deprecated"": false, ""disabled"": false, ""desc"": ""Enhanced version of john, a UNIX password cracker""}"
brew install keybase  # Security app: Keybase tool,install,formula,available,True,"{""version"": ""6.5.4,20250917154415,52400b6f28"", ""deprecated"": false, ""disabled"": false, ""desc"": ""End-to-end encryption software""}"
brew install mas  # Mac App Store CLI,install,formula,available,True,"{""installed"": [{""version"": ""2.3.0"", ""used_options"": [], ""built_as_bottle"": true, ""poured_from_bottle"": true, ""time"": 1762638279, ""runtime_dependencies"": [], ""installed_as_dependency"": false, ""installed_on_request"": true}], ""versions"": {""stable"": ""2.3.0"", ""head"": ""HEAD"", ""bottle"": true}, ""deprecated"": false, ""disabled"": false, ""desc"": ""Mac App Store command-line interface""}"
brew install mkcert  # Security app: Mkcert tool,install,formula,available,True,"{""installed"": [], ""versions"": {""stable"": ""1.4.4"", ""head"": ""HEAD"", ""bottle"": true}, ""deprecated"": false, ""disabled"": false, ""desc"": ""Simple tool to make locally trusted development certificates""}"
brew install nikto  # Web server scanner,install,formula,available,True,"{""installed"": [], ""versions"": {""stable"": ""2.5.0"", ""head"": null, ""bottle"": true}, ""deprecated"": false, ""disabled"": false, ""desc"": ""Web server scanner""}"
brew install osquery  # Endpoint querying tool,install,formula,available,True,"{""version"": ""5.19.0"", ""deprecated"": false, ""disabled"": false, ""desc"": ""SQL powered operating system instrumentation and analytics""}"
brew install radare2  # Security app: Radare2 tool,install,formula,available,True,"{""installed"": [], ""versions"": {""stable"": ""6.0.4"", ""head"": ""HEAD"", ""bottle"": true}, ""deprecated"": false, ""disabled"": false, ""desc"": ""Reverse engineering framework""}"
brew install scalpel  # Security app: Scalpel tool,install,formula,missing,False,"""Error: No available formula with the name \""scalpel\"". Did you mean scamper?"""
brew install sleuthkit  # Security app: Sleuthkit tool,install,formula,available,True,"{""installed"": [], ""versions"": {""stable"": ""4.14.0"", ""head"": null, ""bottle"": true}, ""deprecated"": false, ""disabled"": false, ""desc"": ""Forensic toolkit""}"
brew install sqlmap  # Security app: SQLMap tool,install,formula,available,True,"{""installed"": [], ""versions"": {""stable"": ""1.9.11"", ""head"": ""HEAD"", ""bottle"": true}, ""deprecated"": false, ""disabled"": false, ""desc"": ""Penetration testing for SQL injection and database servers""}"
brew install tor  # Security app: Tor tool,install,formula,available,True,"{""installed"": [], ""versions"": {""stable"": ""0.4.8.19"", ""head"": null, ""bottle"": true}, ""deprecated"": false, ""disabled"": false, ""desc"": ""Anonymizing overlay network for TCP""}"
brew install torsocks  # Security app: Torsocks tool,install,formula,available,True,"{""installed"": [], ""versions"": {""stable"": ""2.5.0"", ""head"": ""HEAD"", ""bottle"": true}, ""deprecated"": false, ""disabled"": false, ""desc"": ""Use SOCKS-friendly applications with Tor""}"
brew install trivy  # Security app: Trivy tool,install,formula,available,True,"{""installed"": [], ""versions"": {""stable"": ""0.67.2"", ""head"": ""HEAD"", ""bottle"": true}, ""deprecated"": false, ""disabled"": false, ""desc"": ""Vulnerability scanner for container images, file systems, and Git repos""}"
brew install vault  # Security app: Vault tool,install,formula,missing,False,"""Error: No available formula with the name \""vault\"". Did you mean vaulted or vultr?"""
brew install volatility  # Security app: Volatility tool,install,formula,missing,False,"""Error: No available formula with the name \""volatility\""."""
brew install wireguard-tools  # Security app: Wireguard Tools tool,install,formula,available,True,"{""installed"": [], ""versions"": {""stable"": ""1.0.20250521"", ""head"": ""HEAD"", ""bottle"": true}, ""deprecated"": false, ""disabled"": false, ""desc"": ""Tools for the WireGuard secure network tunnel""}"
brew install wpscan  # Security app: Wpscan tool,install,formula,missing,False,"""Error: No available formula with the name \""wpscan\""."""
brew install yara  # Security app: Yara tool,install,formula,available,True,"{""installed"": [], ""versions"": {""stable"": ""4.5.5"", ""head"": ""HEAD"", ""bottle"": true}, ""deprecated"": false, ""disabled"": false, ""desc"": ""Malware identification and classification tool""}"
brew install yeti  # Security app: Yeti tool,install,formula,missing,False,"""Error: No available formula with the name \""yeti\"". Did you mean yetris?"""
brew install ykman  # Security app: Ykman tool,install,formula,available,True,"{""installed"": [], ""versions"": {""stable"": ""5.8.0"", ""head"": ""HEAD"", ""bottle"": true}, ""deprecated"": false, ""disabled"": false, ""desc"": ""Tool for managing your YubiKey configuration""}"
